OS,cliente,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
NP20800,CONTRATO MEL,MO,797,DESPACHO,2008-12-11,2008-12-20 00:00:00,2008-12-16,2095259,3TN00876,5YW,,Overhaul,1.0
NP20801,CONTRATO MEL,MO,797,DESPACHO,2008-12-11,2008-12-20 00:00:00,2008-12-15,2095259,3TN00869,5YE,,Puntual,1.0
NP20810,SANTA BARBARA,MF,994D,DESPACHO,2008-12-12,2009-02-05 00:00:00,2010-05-21,0R9601,CRA06381,3TZ00305,,Puntual,23522.0
NP20799,INTERCAMBIO GARANTIA,MF,797B,DESPACHO,2008-12-12,2009-04-15 00:00:00,2010-05-21,1872032,300100,JSM00180,,Puntual,4368.0
NP20812,SPENCE,DI,834H,DESPACHO,2008-12-12,2008-12-31 00:00:00,2010-05-21,1378851,CRA06367,BTX00230,,Overhaul,8728.0
NP20814,COLLAHUASI,CO,994D,DESPACHO,2008-12-12,2009-03-10 00:00:00,2010-05-21,0R9549,10114183A,3TZ00261,,Puntual,1707.0
NP20702,CONTRATO MEL,MO,797B,DESPACHO,2008-12-13,2008-12-25 00:00:00,2008-12-28,2095259,3TN00853,JSM,,Puntual,1.0
NP20703,CONTRATO MEL,MO,797B,DESPACHO,2008-12-13,2008-12-25 00:00:00,2008-12-24,2095259,3TN00856,JSM,,Puntual,1.0
NP20704,CONTRATO MEL,MO,797B,DESPACHO,2008-12-13,2008-12-31 00:00:00,2009-01-02,2095259,3TN00859,JSM,,Puntual,1.0
NP20705,CONTRATO MEL,MO,797B,DESPACHO,2008-12-13,2008-12-31 00:00:00,2009-01-02,2095259,3TN00865,JSM,,Puntual,1.0
NP20732,CONTRATO MEL,MO,797B,DESPACHO,2008-12-13,2008-12-31 00:00:00,2009-01-02,2095259,3TN00862,JSM,,Puntual,1.0
CI08660,INTERCAMBIO,DI,834G,DESPACHO,2008-12-13,2009-08-01 00:00:00,2010-05-20,1378851,CRA06371,BPC00178,,Overhaul,1.0
NP20821,CENTRO DE SERVICIOS LA NEGRA,MO,797B,TERMINADO,2008-12-14,2009-02-16 00:00:00,2009-03-18,10R1676,NPM00130,JSM,,Puntual,1099.0
NP20822,INTERCAMBIO GARANTIA,CO,797B,DESPACHO,2008-12-14,2008-12-31 00:00:00,2010-05-21,2844239,T6B00148,JSM00367,,Puntual,867.0
CI08605,INTERCAMBIO,MF,793B,TERMINADO,2008-12-15,2009-01-09 00:00:00,2009-04-27,10R1822,17297,1HL00513,,Overhaul,11427.0
CI08587,INTERCAMBIO,MF,793C,TERMINADO,2008-12-15,2009-01-12 00:00:00,2009-06-19,10R1822,CRA06291,4AR00354,,Overhaul,8388.0
CI08588,INTERCAMBIO,MF,793C,DESPACHO,2008-12-15,2009-01-09 00:00:00,2009-01-15,10R1822,CRA06399,4AR00354,,Overhaul,11383.0
NP20823,ESCONDIDA,CO,793C,DESPACHO,2008-12-15,2009-11-01 00:00:00,2010-05-21,0R4090,CRA06366,4AR00226,,Overhaul,10830.0
NP20816,ESCONDIDA,MO,793C,DESPACHO,2008-12-15,2009-06-06 00:00:00,2009-06-07,0R7568,CPW00409,4AR00229,,Overhaul,4000.0
NP20826,RADOMIRO TOMIC,MO,793C,DESPACHO,2008-12-15,2008-12-22 00:00:00,2008-12-26,0R8842,7DS00690,4AR00353,,Puntual,1.0
NP20809,EL ABRA,MF,793B,DESPACHO,2008-12-16,2009-02-26 00:00:00,2010-05-21,0R9049,CRA06380,1HL00369,,Overhaul,10934.0
CI08664,INTERCAMBIO,DI,793B,TERMINADO,2008-12-16,2009-01-29 00:00:00,2009-04-23,2034000,CRA06361,1HL00378,,Overhaul,11083.0
CI08665,INTERCAMBIO,DI,793B,DESPACHO,2008-12-16,2009-01-31 00:00:00,2010-05-20,1350471C,CRA03003,1HL00440,,Overhaul,11383.0
CI08661,INTERCAMBIO,DI,994D,DESPACHO,2008-12-16,2009-01-31 00:00:00,2010-05-20,1191792,CRA06384,3TZ00323,,Overhaul,20679.0
CI08662,INTERCAMBIO,MF,793B,DESPACHO,2008-12-16,2009-01-31 00:00:00,2010-05-20,10R1822,CRA03065,1HL00479,,Overhaul,11582.0
CI08663,INTERCAMBIO,MF,793B,DESPACHO,2008-12-16,2009-01-31 00:00:00,2010-05-20,10R1822,10063972,1HL00304,,Overhaul,12400.0
CI08618,INTERCAMBIO,DI,834G,DESPACHO,2008-12-16,2009-01-31 00:00:00,2010-05-20,1378851,CRA05789,6GZ00216,,Overhaul,12600.0
CI08667,INTERCAMBIO,TR,797B,DESPACHO,2008-12-16,2009-02-24 00:00:00,2010-05-20,0R9813,DSP00301,JSM00233,,Overhaul,14169.0
CI08666,INTERCAMBIO,CO,797B,DESPACHO,2008-12-16,2009-02-18 00:00:00,2010-05-20,0R9812,T6B00004,JSM00233,,Overhaul,14169.0
CI08668,INTERCAMBIO,MA,797B,DESPACHO,2008-12-16,2009-02-02 00:00:00,2010-05-20,1925826,CHA05074,JSM00166,,Overhaul,6784.0
CI08671,INTERCAMBIO,CO,994,DESPACHO,2008-12-17,2009-01-31 00:00:00,2010-05-20,0R4087,XX,9YF00116,,Overhaul,5310.0
N20833A,EL ABRA,MF,834B,DESPACHO,2008-12-18,2009-02-24 00:00:00,2009-03-12,1159753,CRA06378,7BR00642,,Overhaul,4484.0
CI08530,INTERCAMBIO,MF,785C,DESPACHO,2008-12-18,2009-01-29 00:00:00,2010-05-20,0R9037,CRA06403,APX00538,,Overhaul,21828.0
CI08531,INTERCAMBIO,MF,785C,DESPACHO,2008-12-18,2009-01-29 00:00:00,2010-05-20,0R9037,CRA06414,APX00538,,Overhaul,21828.0
NP20837,ESCONDIDA,CO,777D,DESPACHO,2008-12-18,2008-12-31 00:00:00,2009-02-11,8E8999,CRA06442,AGC00731,,Puntual,1.0
NP20836,EL ABRA,TR,793C,DESPACHO,2008-12-18,2008-12-24 00:00:00,2010-05-21,0R4749,4GX00993,4GZ00099,,Overhaul,411.0
NP20835,EL ABRA,TR,793B,DESPACHO,2008-12-18,2009-03-14 00:00:00,2010-05-21,0R4008,10117308,1HL00371,,Overhaul,1318.0
NP20797,CONTRATO MEL,DI,797B,DESPACHO,2008-12-19,2009-02-15 00:00:00,2010-05-21,1872033,152102904,JSM00190,,Overhaul,19000.0
NP20828,ESCONDIDA,TR,D11R,DESPACHO,2008-12-19,2008-12-31 00:00:00,2009-01-02,1832272,.,7PZ00892,,Puntual,1.0
NP20818,ESCONDIDA,CO,793D,DESPACHO,2008-12-19,2009-01-03 00:00:00,2009-01-03,2532532,CRA05582,FDB00302,,Overhaul,10871.0
NP20819,ESCONDIDA,TR,793C,DESPACHO,2008-12-19,2009-02-13 00:00:00,2010-05-21,9U9822,4GX01025,4AR00230,,Overhaul,18574.0
N20820A,ESCONDIDA,MO,793D,TERMINADO,2008-12-19,2009-03-07 00:00:00,2010-05-20,2350300,8WM01372,FDB00300,,Overhaul,8983.0
NP20831,ESCONDIDA,MF,777D,DESPACHO,2008-12-19,2009-02-10 00:00:00,2010-05-21,1078544,CRA06378,AGC00731,,Overhaul,13127.0
NP20832,ESCONDIDA,CO,994D,DESPACHO,2008-12-19,2009-02-17 00:00:00,2010-05-21,1800567,CRA05649,9YF00224,,Overhaul,3721.0
NP20844,SUC. ANTOFAGASTA,TR,980H,DESPACHO,2008-12-19,2008-12-23 00:00:00,2008-12-28,2306321,MDA00121,JMS00261,,Overhaul,1.0
NP20854,CONTRATO MEL,MF,797F,DESPACHO,2008-12-19,2009-03-14 00:00:00,2010-05-21,2922170,108241,LAJ00150,,Puntual,280.0
NP20853,CONTRATO MEL,MA,797F,DESPACHO,2008-12-19,2009-03-16 00:00:00,2010-05-21,2922171,30832,LAJ00149,,Puntual,247.0
NP20842,CERRO COLORADO,MA,789B,TERMINADO,2008-12-19,2009-01-17 00:00:00,2009-01-02,5T1023,CRA04059,7EK,,Overhaul,10000.0
CI08688,INTERCAMBIO,CO,854G,DESPACHO,2008-12-20,2009-01-31 00:00:00,2010-05-20,0R4808,4PT00104,1JW00240,,Overhaul,9945.0
NP20838,SANTA BARBARA,TR,994,TERMINADO,2008-12-20,2009-05-21 00:00:00,2009-09-12,9U8883,3AX00731,9YF00116,,Puntual,1110.0
NP20839,SANTA BARBARA,MF,789B,DESPACHO,2008-12-20,2009-05-08 00:00:00,2009-05-19,0R9043,CRA03709,7EK00194,,Puntual,449.0
NP20850,RADOMIRO TOMIC,TR,793C,DESPACHO,2008-12-20,2009-08-07 00:00:00,2009-05-28,9U9822,4GX02147,4AR00352,,Puntual,41.0
NP20851,COLLAHUASI,MO,16H,DESPACHO,2008-12-22,2009-05-22 00:00:00,2009-05-07,2047983,5ED02813,ATS00835,,Puntual,2177.0
NP20855,COLLAHUASI,MO,797B,DESPACHO,2008-12-22,2009-05-20 00:00:00,2009-05-25,10R1433,NPM00139,JSM00143,,Puntual,3067.0
NP20856,ESEVA,TR,992C,DESPACHO,2008-12-23,2008-12-27 00:00:00,2009-01-02,0R4015,3VA00831,49Z01718,,Puntual,1.0
CI08686,INTERCAMBIO,MF,994D,DESPACHO,2008-12-23,2009-02-02 00:00:00,2010-05-20,0R9601,CRA06386,3TZ00323,,Overhaul,20679.0
CI08682,INTERCAMBIO,MF,994D,DESPACHO,2008-12-23,2009-03-02 00:00:00,2010-05-20,0R9601,CRA06385,3TZ00323,,Overhaul,20679.0
CI08679,INTERCAMBIO,MF,994D,DESPACHO,2008-12-23,2009-01-31 00:00:00,2010-05-20,0R9601,CRA06387,3TZ00323,,Overhaul,20679.0
NP20857,INTERCAMBIO,MO,797B,DESPACHO,2008-12-23,2009-05-01 00:00:00,2009-02-04,10R7929,NPM00177,JSM00001,,Puntual,1.0
NP20858,INTERCAMBIO,MO,797B,DESPACHO,2008-12-23,2008-12-30 00:00:00,2009-01-02,2095259,3TN00883,JSM00001,,Puntual,1.0
CI08669,INTERCAMBIO,MO,D10R,DESPACHO,2008-12-23,2100-12-31 00:00:00,2010-05-20,1715806,5JJ04360,AKT00647,,Overhaul,11250.0
CI08533,INTERCAMBIO,DI,797B,DESPACHO,2008-12-23,2009-02-02 00:00:00,2010-05-20,0R9815,150082004B,JSM00175,,Overhaul,3443.0
CI08538,INTERCAMBIO,MF,777D,DESPACHO,2008-12-23,2009-05-02 00:00:00,2010-05-20,0R9031,10085856,AGC01217,,Overhaul,12600.0
CI08600,INTERCAMBIO,CO,789B,DESPACHO,2008-12-23,2009-05-02 00:00:00,2010-05-20,0R4085,CRA06397,7EK00215,,Overhaul,13600.0
CI08706,INTERCAMBIO GARDILCIC,DI,R1600G,DESPACHO,2008-12-24,2009-04-15 00:00:00,2009-05-12,1616344,CRA05127,9PP00160,,Overhaul,9412.0
NP20845,EL ABRA,MO,793B,DESPACHO,2008-12-26,2009-10-10 00:00:00,2011-08-16,0R9659,7CL01657,1HL75001,,Overhaul,3240.0
NP20871,SPENCE,MO,793D,DESPACHO,2008-12-26,2009-02-20 00:00:00,2010-05-21,2350300,8WM02036,FDB00260,,Puntual,930.0
NP20846,ESCONDIDA,MO,D10R,DESPACHO,2008-12-26,2009-03-20 00:00:00,2009-02-02,1715806,5JJ00422,AKT00752,,Puntual,7596.0
NP20873,CONTRATO MEL,TR,797B,DESPACHO,2008-12-26,2009-04-04 00:00:00,2010-05-21,2844240,DSP00318,JSM00249,,Overhaul,11543.0
NP20874,CONTRATO MEL,CO,797B,DESPACHO,2008-12-26,2009-01-31 00:00:00,2010-05-21,2844239,T6B00019,JSM00249,,Overhaul,11543.0
NP20876,SUC. ANTOFAGASTA,MO,C9,DESPACHO,2008-12-26,2009-01-07 00:00:00,2009-01-15,2020333,CLJ06171,CLJ06171,,Puntual,1.0
NP20875,INTERCAMBIO GARANTIA,MF,785C,DESPACHO,2008-12-26,2009-05-05 00:00:00,2009-05-06,2456468,10103820,APX00526,,Overhaul,2493.0
NP20879,INTERCAMBIO GARANTIA,CO,797B,DESPACHO,2008-12-29,2009-02-28 00:00:00,2010-05-21,2844239,T6B00166,JSM00385,,Overhaul,670.0
NP20878,INTERCAMBIO GARANTIA,CO,797B,DESPACHO,2008-12-29,2009-02-28 00:00:00,2010-05-21,2844239,T6B00165,JSM00384,,Overhaul,34.0
NP20880,COLLAHUASI,MO,797B,DESPACHO,2008-12-29,2009-03-20 00:00:00,2010-05-21,10R1433,NPM00123,JSM00289,,Puntual,4476.0
NP20887,SANTA BARBARA,CO,690D,DESPACHO,2008-12-29,2009-01-12 00:00:00,2010-05-21,0R1690,CRA04818,7MJ00700,,Puntual,2127.0
NP20886,EL ABRA,MO,793C,DESPACHO,2008-12-29,2009-01-31 00:00:00,2010-05-21,0R9558,7DS00500,4GZ00100,,Overhaul,47.0
CI08703,INTERCAMBIO,MF,793D,DESPACHO,2008-12-29,2009-10-02 00:00:00,2010-05-20,10R5400,1851219,FDB00358,,Overhaul,10942.0
CI08704,INTERCAMBIO,DI,793D,DESPACHO,2008-12-29,2009-09-02 00:00:00,2010-05-20,1936222,CRA06392,FDB00357,,Overhaul,12973.0
NP20848,ESCONDIDA,CO,994F,DESPACHO,2008-12-30,2100-12-31 00:00:00,2009-04-09,1800567,6JT00155,44200264,,Puntual,1.0
NP20894,SPENCE,CO,793D,DESPACHO,2008-12-30,2009-02-01 00:00:00,2009-01-05,2407186,T5C00939,FDB00160,,Puntual,1.0
NP20889,SPENCE,MF,793C,DESPACHO,2008-12-30,2009-01-31 00:00:00,2010-05-21,2088786,CRA05975,ATY00905,,Overhaul,8506.0
NP20896,SUC. ANTOFAGASTA,TR,R1600G,DESPACHO,2008-12-30,2009-05-01 00:00:00,2009-01-05,10R5511,6MY01193,9PP00154,,Puntual,1.0
NP20888,SPENCE,TR,793C,DESPACHO,2008-12-30,2009-01-31 00:00:00,2010-05-21,9U9822,4GX01898,ATY00905,,Overhaul,1882.0
NP20897,SUC. ANTOFAGASTA,TR,994,DESPACHO,2008-12-30,2009-01-08 00:00:00,2009-01-23,0R9547,10095173B,9YF00983,,Puntual,1.0
NP20872,SPENCE,CO,793C,DESPACHO,2009-01-02,2009-01-31 00:00:00,2010-05-21,1248506,CRA05355,ATY00871,,Overhaul,6365.0
CI08707,INTERCAMBIO GARDILCIC,MO,R1600G,DESPACHO,2009-03-01,2009-03-16 00:00:00,2010-05-20,2235805,72S22259,9PP00160,,Overhaul,9440.0
NP20901,RADOMIRO TOMIC,DI,793C,DESPACHO,2009-03-01,2009-03-31 00:00:00,2010-05-21,1350471C,CRA01190,4AR00354,,Puntual,516.0
NP20902,RADOMIRO TOMIC,MF,793C,DESPACHO,2009-04-01,2009-03-25 00:00:00,2010-05-21,10R1822,10117519-2,4AR00354,,Puntual,516.0
NP20908,CERRO COLORADO,MO,D10R,DESPACHO,2009-01-04,2009-07-06 00:00:00,2009-07-22,OR7542,BNF00562,3KR00768,,Puntual,10000.0
NP20898,VECCHIOLA,CO,777F,DESPACHO,2009-01-04,2009-01-12 00:00:00,2009-01-09,S/N,S/N,7RP00464,,Puntual,10650.0
NP20892,ESEVA,MF,777D,DESPACHO,2009-05-01,2009-01-24 00:00:00,2010-05-21,0R9031,CRA04098,AGC00360,,Puntual,475.0
CI08683,INTERCAMBIO,CO,994D,DESPACHO,2009-05-01,2009-02-23 00:00:00,2010-05-20,0R9549,10115836,3TZ00325,,Overhaul,16300.0
CI08447,INTERCAMBIO,TR,797,DESPACHO,2009-05-01,2009-03-29 00:00:00,2010-05-20,0R9813,10062374,5YW00219,,Overhaul,14200.0
CI08448,INTERCAMBIO,TR,797B,DESPACHO,2009-05-01,2009-03-26 00:00:00,2010-05-20,0R9813,DSP00312,JSM00248,,Overhaul,8540.0
CI08674,INTERCAMBIO,DI,834G,DESPACHO,2009-05-01,2009-05-02 00:00:00,2010-05-20,1378851,CRA06389,BPC00178,,Overhaul,1.0
CI08701,INTERCAMBIO,TR,793C,DESPACHO,2009-05-01,2009-02-17 00:00:00,2010-05-20,0R4749,10093964,4AR00105,,Overhaul,12500.0
CI08576,INTERCAMBIO,CO,789C,DESPACHO,2009-05-01,2100-12-31 00:00:00,2010-05-20,0R4085,CRA05360,2BW00527,,Overhaul,12300.0
NP20909,BOLIVIA,MO,3412E,DESPACHO,2009-01-05,2100-12-31 00:00:00,2009-01-24,2083619,BDT,BDT,,Puntual,1.0
NP20915,SUC. ANTOFAGASTA,TR,D11R,DESPACHO,2009-06-01,2009-08-01 00:00:00,2009-01-09,0R4057,0R4057,7PZ00890,,Puntual,1.0
CI08724,INTERCAMBIO,MO,16H,DESPACHO,2009-06-01,2009-02-14 00:00:00,2010-05-20,2047983,5ED02814,ATS00325,,Overhaul,4849.0
NP20911,ESCONDIDA,TR,777C,DESPACHO,2009-06-01,2009-03-15 00:00:00,2010-05-21,0R4005,1FX03478,4XJ00607,,Overhaul,23041.0
NP20916,ESCONDIDA,CO,988G,DESPACHO,2009-06-01,2009-01-31 00:00:00,2009-01-27,1285303,CRA06411,BNH01541,,Puntual,1.0
NP20910,SPENCE,TR,793C,DESPACHO,2009-06-01,2009-01-31 00:00:00,2010-05-21,9U9822,4GX01881,ATY00905,,Overhaul,46.0
NP20917,MINERA MANTOS VERDES,MO,992G,DESPACHO,2009-01-06,2009-05-03 00:00:00,2009-05-25,0R8553,5XS00863,7HR00137,,Overhaul,2266.0
NP20900,CONSTRUCTORA GARDILCIC,CO,R1600G,DESPACHO,2009-06-01,2009-12-01 00:00:00,2009-01-09,10R5518,SIN SERIE,9PP00160,,Puntual,5.0
NP20919,EL ABRA,MO,793C,DESPACHO,2009-01-07,2009-04-22 00:00:00,2010-05-21,0R9558,7DS00254,4GZ00100,,Overhaul,8577.0
NP20881,INTERCAMBIO,MO,797B,DESPACHO,2009-07-01,2009-10-01 00:00:00,2009-01-15,2095259,3TN00847,JSM00001,,Puntual,1.0
NP20921,INTERCAMBIO,MO,797B,DESPACHO,2009-07-01,2009-01-15 00:00:00,2009-01-31,10R7929,NPM00178,JSM00001,,Puntual,1.0
NP20922,INTERCAMBIO,MO,797B,DESPACHO,2009-07-01,2009-01-16 00:00:00,2009-02-04,10R7929,NPM00179,JSM00001,,Puntual,1.0
NP20923,EL ABRA,CO,D10R,TERMINADO,2009-01-08,2100-12-31 00:00:00,2009-01-15,0R4092,CRA04079,3KR00989,,Puntual,1.0
NP20924,EL ABRA,TR,D10R,DESPACHO,2009-01-08,2009-01-12 00:00:00,2009-01-12,0R4074,10085986B,3KKR00989,,Puntual,1.0
NP20926,ESCONDIDA,MO,16H,DESPACHO,2009-01-08,2009-01-10 00:00:00,2009-01-24,2047983,5ED04106,ATS00359,,Puntual,1.0
NP20927,ESCONDIDA,MO,793C,DESPACHO,2009-09-01,2009-01-31 00:00:00,2009-01-18,0R7568,CPW01018,4AR00235,,Puntual,1.0
NP20840,CANDELARIA,TR,16H,DESPACHO,2009-11-01,2009-08-06 00:00:00,2009-07-29,OR4056,2DA02253,6ZJ00241,,Puntual,8873.0
NP20933,CENTRO DE SERVICIOS LA NEGRA,CO,797B,DESPACHO,2009-11-01,2009-02-13 00:00:00,2009-01-21,OR9812,10050684,JSM00179,,Puntual,10000.0
LN03716,CENTRO DE SERVICIOS LA NEGRA,MA,797B,TERMINADO,2009-11-01,2009-03-10 00:00:00,2010-05-20,1925826,S/N,JSM00391,,Puntual,1.0
NP20802,INTERCAMBIO,CO,854G,DESPACHO,2009-01-11,2009-01-31 00:00:00,2009-01-25,OR4008,S/N,A4W,,Puntual,1.0
NP20931,ESCONDIDA,MO,16H,DESPACHO,2009-12-01,2009-04-24 00:00:00,2010-05-21,2047983,5ED02757,ATS00359,,Overhaul,4553.0
NP20932,ESCONDIDA,MO,24H,DESPACHO,2009-12-01,2009-06-08 00:00:00,2009-01-19,1230200,80M08578,7KK00349,,Overhaul,9890.0
NP20930,ESCONDIDA,TR,16G,DESPACHO,2009-01-12,2009-04-10 00:00:00,2010-05-21,3P0300,2DA02386,93U03607,,Overhaul,1280.0
NP20941,MINERA ZALDIVAR,MO,793B,DESPACHO,2009-01-12,2009-11-18 00:00:00,2009-11-13,0R3959,2PK00546,1HL00494,,Puntual,9807.0
NP20940,CENTRO DE SERVICIOS LA NEGRA,MA,793B,DESPACHO,2009-01-13,2009-01-19 00:00:00,2009-01-14,8X0270,CRA06395,1HL00147,,Puntual,3445.0
NP20939,RADOMIRO TOMIC,MA,777F,DESPACHO,2009-01-13,2009-01-18 00:00:00,2010-05-21,2342647,CRA06405,JRP00434,,Puntual,4169.0
CI08737,INTERCAMBIO,DI,793B,DESPACHO,2009-01-13,2009-02-25 00:00:00,2010-05-20,2034000,CRA03757,1HL75001,,Overhaul,3100.0
CI08738,INTERCAMBIO,DI,777D,DESPACHO,2009-01-13,2009-02-13 00:00:00,2010-05-20,1049410,CRA06431,AGC01631,,Overhaul,17125.0
CI08742,INTERCAMBIO,DI,793C,DESPACHO,2009-01-13,2009-02-27 00:00:00,2010-05-20,1350471C,CRA03440,4AR00122,,Overhaul,11351.0
CI08741,INTERCAMBIO,DI,793B,DESPACHO,2009-01-13,2009-02-28 00:00:00,2010-05-20,1350471C,CRA02132,1HL00156,,Overhaul,11079.0
NP20938,CERRO COLORADO,MF,789C,TERMINADO,2009-01-13,2009-09-15 00:00:00,2009-09-08,0R9043,CRA05228,2BW00153,,Overhaul,10000.0
NP20691,CERRO COLORADO,MF,789C,DESPACHO,2009-01-13,2009-04-07 00:00:00,2009-04-13,0R9043,211073,2BW00153,,Overhaul,10000.0
CI08725,INTERCAMBIO ESEVA,MF,777D,DESPACHO,2009-01-13,2009-02-11 00:00:00,2010-05-20,0R9031,CRA06406,AGC00361,,Overhaul,12000.0
NP20942,POWER SYSTEM,MO,3516B,DESPACHO,2009-01-13,2009-01-17 00:00:00,2009-02-15,2342796,S2S00392,S2S00392,,Puntual,1.0
NP20943,POWER SYSTEM,MO,3516B,DESPACHO,2009-01-13,2009-01-18 00:00:00,2009-02-12,2342796,S2S00393,S2S00393,,Puntual,1.0
NP20945,POWER SYSTEM,MO,3516B,DESPACHO,2009-01-13,2009-02-02 00:00:00,2009-02-12,2342796,S2S00394,S2S00394,,Puntual,1.0
NP20944,POWER SYSTEM,MO,3516B,DESPACHO,2009-01-13,2009-01-20 00:00:00,2009-02-12,2342796,S2S00395,S2S00395,,Puntual,1.0
LN03686,CENTRO DE SERVICIOS LA NEGRA,CO,797B,TERMINADO,2009-01-14,2009-03-10 00:00:00,2010-05-20,2844239,T6B00178,JSM00397,,Puntual,22.0
CI08729,INTERCAMBIO,MF,793B,DESPACHO,2009-01-14,2009-02-14 00:00:00,2010-05-20,10R1822,CRA01837,1HL00440,,Overhaul,11383.0
CI08727,INTERCAMBIO,MF,793C,DESPACHO,2009-01-14,2009-02-14 00:00:00,2010-05-20,10R1822,CRA06516,4GZ00100,,Overhaul,10500.0
CI08750,INTERCAMBIO,DI,797B,DESPACHO,2009-01-14,2009-03-29 00:00:00,2010-05-20,0R9815,179112105,JSM00215,,Overhaul,15643.0
NP20950,CONTRATO MEL,MF,797F,DESPACHO,2009-01-14,2009-04-17 00:00:00,2010-05-21,2922170,31808748,LAJ00149,,Puntual,255.0
NP20951,ESPERANZA,MF,797B,DESPACHO,2009-01-14,2009-01-31 00:00:00,2010-05-21,1872032,108238,JSM00360,,Puntual,1292.0
CI08714,INTERCAMBIO,DI,793B,DESPACHO,2009-01-14,2009-02-22 00:00:00,2010-05-20,1350471C,CRA03144,1HL00483,,Overhaul,10574.0
CI08756,INTERCAMBIO,CO,793B,DESPACHO,2009-01-14,2009-02-19 00:00:00,2010-05-20,0R4088,10073781,1HL00483,,Overhaul,10574.0
CI08689,INTERCAMBIO,CO,793C,DESPACHO,2009-01-14,2009-02-21 00:00:00,2010-05-20,0R4089,CRA04544,4AR00122,,Overhaul,12654.0
NP20740,COLLAHUASI,MF,797B,DESPACHO,2009-01-14,2009-01-31 00:00:00,2010-05-21,1872032,700140,JSM00242,,Puntual,1000.0
CI08684,INTERCAMBIO,CO,793,DESPACHO,2009-01-14,2009-02-14 00:00:00,2010-05-20,0R4088,10021213,3SJ00008,,Overhaul,13447.0
NP20741,COLLAHUASI,MF,797B,DESPACHO,2009-01-14,2009-01-31 00:00:00,2010-05-21,1872032,603331,JSM00242,,Puntual,1000.0
NP20955,CENTRO DE SERVICIOS LA NEGRA,CO,793D,DESPACHO,2009-01-15,2009-03-02 00:00:00,2009-02-07,2407186,T5C00863,FDB00938,,Puntual,1.0
NP20954,CENTRO DE SERVICIOS LA NEGRA,CO,793D,DESPACHO,2009-01-15,2009-03-02 00:00:00,2009-02-07,2407186,T5C00864,FDB00939,,Puntual,1.0
CI08726,INTERCAMBIO ESEVA,CO,777D,DESPACHO,2009-01-15,2009-02-27 00:00:00,2010-05-20,0R4065,100884452,AGC00361,,Overhaul,12348.0
NP20956,CENTRO DE SERVICIOS LA NEGRA,MA,793B,DESPACHO,2009-01-15,2009-01-20 00:00:00,2009-02-19,8X0270,CRA01783,1HL00080,,Puntual,2259.0
NP20957,CENTRO DE SERVICIOS LA NEGRA,MA,793B,DESPACHO,2009-01-15,2009-01-20 00:00:00,2009-02-26,8X0270,CRA06423,1HL00080,,Puntual,2259.0
NP20947,SPENCE,TR,793C,DESPACHO,2009-01-16,2009-04-04 00:00:00,2010-05-21,9U9822,4GX01882,ATY00871,,Overhaul,6763.0
NP20960,EL ABRA,MA,793B,DESPACHO,2009-01-16,2009-02-25 00:00:00,2010-05-21,0R8793,CRA06427,1HL00350,,Overhaul,11353.0
CI08749,INTERCAMBIO,DI,797B,DESPACHO,2009-01-16,2009-12-04 00:00:00,2010-05-20,0R9815,66091001GD,JSM00124,,Overhaul,13951.0
CI08735,INTERCAMBIO,TR,793C,DESPACHO,2009-01-16,2009-03-15 00:00:00,2010-05-20,0R4749,10103542,4GZ00100,,Overhaul,11700.0
CI08721,INTERCAMBIO,MO,994D,DESPACHO,2009-01-16,2009-02-28 00:00:00,2010-05-20,1008094,7TR01578,3TZ00328,,Overhaul,20525.0
CI08744,INTERCAMBIO,TR,793D,DESPACHO,2009-01-16,2009-03-13 00:00:00,2010-05-20,10R4469,JGG00949,FDB00358,,Overhaul,12381.0
CI08743,INTERCAMBIO,MF,785C,DESPACHO,2009-01-16,2009-04-03 00:00:00,2010-05-20,2456468,CRA06435,APX00536,,Overhaul,24419.0
AN52660,LOMAS BAYAS,MO,994F,TERMINADO,2009-01-16,2009-05-15 00:00:00,2009-05-11,2014257,8MW001418,44200234,,Puntual,8067.0
NP20961,ESCONDIDA,MO,793C,DESPACHO,2009-01-16,2009-04-17 00:00:00,2009-05-12,0R7568,CPW00494,4AR00226,,Overhaul,13038.0
CI08708,INTERCAMBIO,MF,793B,DESPACHO,2009-01-17,2009-03-03 00:00:00,2010-05-20,10R1822,CRA06455,1HL00147,,Overhaul,6910.0
CI08709,INTERCAMBIO,MF,793B,DESPACHO,2009-01-17,2009-03-03 00:00:00,2010-05-20,10R1822,CRA06457,1HL00147,,Overhaul,6910.0
CI08678,INTERCAMBIO,CO,D9R,DESPACHO,2009-01-17,2009-03-03 00:00:00,2009-04-29,0R4835,CRA06482,ACL00909,,Overhaul,10392.0
CI08659,INTERCAMBIO,MF,797,DESPACHO,2009-01-17,2009-02-28 00:00:00,2010-05-20,0R9814,404384,5YW00219,,Overhaul,5600.0
CI08631,INTERCAMBIO,MF,797B,DESPACHO,2009-01-17,2100-12-31 00:00:00,2010-05-20,0R9814,5N0104384,JSM00171,,Overhaul,17267.0
NP20964,CENTRO DE SERVICIOS LA NEGRA,CO,793B,DESPACHO,2009-01-17,2100-12-31 00:00:00,2009-01-22,0R4088,CRA03004,1HL00080,,Puntual,8600.0
